name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rf0041,0.01,0.421,0.016,0.007,0.637,0.037,16.33,0.067,-99.0,20.739,0.026,0.3285,0.119,0.591,0.33,0.092,10.1133,0.049,-99.0,-99.0,4.12,18.407,17.105,17.932,0.637,1.785,0.158,-99.0,17.696,0.62,0.163,9.86,-99.0,0.023,2.957,3.747,1.808,1.593,8.19,-99.0,4405.97,-99.0,0.024,-16.175,2.575,17.439,0.167,0.021,0.144,4535.4,0.208,-99.0,0.023,16.12,19.497,0,0.0,0.0,0.32,1,0,0,0.0,ALFALFA,3.37,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0042,0.013,0.255,0.02,0.008,0.382,0.047,14.877,0.085,-99.0,18.373,0.033,-0.2935,0.049,0.223,-99.0,0.115,10.1465,0.061,-99.0,15.26,9.25,16.642,-99.0,16.255,0.395,1.431,0.028,14.765,16.103,0.84,0.205,20.74,0.692,0.026,2.395,3.117,1.36,1.22,8.83,-99.0,5933.2,-99.0,0.028,-18.435,2.152,15.982,0.21,0.027,0.032,5900.3,0.03,0.242,0.024,14.58,17.532,1,0.07,0.75,1.49,0,1,3,0.15,AO,0.85,0.04,11.09,0,0.0,11.68,20020.0,4.23,11.08,0,0.0,1,0.0,0.0,0.0,1
rf0043,0.013,0.433,0.02,0.008,0.062,0.046,11.186,0.083,11.075,16.222,0.032,-0.3303,0.038,0.067,-99.0,0.113,10.1579,0.06,0.084,11.985,14.03,14.052,-99.0,13.551,0.668,1.907,-0.091,11.348,13.302,0.81,0.2,26.86,0.143,0.021,3.03,3.89,1.791,1.555,10.21,-99.0,5933.2,-99.0,0.021,-21.162,2.767,13.132,0.206,0.026,0.026,5966.1,0.015,0.102,0.02,11.373,15.244,1,0.06,1.98,2.44,0,1,2,0.4,AO,0.9,0.05,11.09,1,11.12,11.68,20020.0,4.23,11.08,1,3.89,1,10019.0,11.73,11.1,1
rf0044,0.012,0.394,0.019,0.008,0.264,0.044,13.502,0.079,13.74,18.73,0.031,0.7717,0.023,0.34,0.238,0.108,10.2477,0.057,0.232,14.4,4.52,16.202,14.755,15.73,0.59,1.708,-0.09,13.527,15.518,0.53,0.191,13.29,0.455,0.024,2.88,3.65,1.763,1.566,9.19,-99.0,5794.85,-99.0,0.021,-18.922,2.478,15.393,0.196,0.025,0.047,5808.1,0.021,0.172,0.021,13.802,17.378,1,0.0,0.0,0.55,0,0,0,0.0,AO,0.37,0.02,12.26,1,12.34,11.11,20021.0,1.15,12.24,0,0.99,1,10020.0,11.24,12.33,0
rf0045,0.011,0.321,0.017,0.007,0.107,0.04,15.429,0.073,-99.0,19.541,0.029,0.9079,0.071,0.768,0.217,0.1,10.2681,0.053,-99.0,15.714,3.06,17.562,16.362,17.179,0.502,1.631,0.128,-99.0,16.978,0.62,0.177,7.98,-99.0,0.022,2.7,3.5,1.572,1.39,8.55,-99.0,5794.85,-99.0,0.025,-17.458,2.431,16.807,0.182,0.023,0.143,5781.6,0.034,0.401,0.021,15.325,18.595,1,0.0,0.0,0.15,0,0,0,0.0,AO,0.39,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0046,0.013,0.441,0.02,0.008,0.516,0.046,16.019,0.083,-99.0,20.794,0.032,-1.196,0.082,0.558,0.89,0.113,10.3722,0.06,-99.0,-99.0,5.45,18.291,17.149,17.799,0.661,1.814,0.006,-99.0,17.525,0.62,0.201,11.8,-99.0,0.023,2.98,3.76,1.827,1.607,8.43,-99.0,5385.1,-99.0,0.029,-16.692,2.595,17.349,0.207,0.026,0.064,5385.1,0.123,-99.0,0.024,15.964,19.335,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0047,0.012,0.661,0.019,0.008,0.078,0.043,14.228,0.078,13.874,21.236,0.031,1.0738,0.048,0.149,0.275,0.106,10.4,0.057,0.075,15.108,3.77,17.232,15.341,16.532,0.963,2.189,-0.004,14.437,16.195,0.9,0.189,8.96,0.16,0.025,3.572,4.371,2.346,2.044,9.23,-99.0,5555.55,-99.0,0.035,-18.023,2.988,15.969,0.194,0.025,0.078,5555.9,0.263,0.129,0.023,14.273,18.688,1,0.0,0.0,0.04,1,0,0,0.0,AO,0.42,0.0,0.0,1,12.45,0.0,0.0,0.0,0.0,1,0.79,0,10021.0,11.62,12.25,0
rf0048,0.011,0.275,0.018,0.007,0.271,0.041,13.407,0.075,13.169,17.928,0.029,0.2579,0.038,0.516,-99.0,0.102,10.4083,0.054,0.556,14.647,7.91,16.151,-99.0,15.793,0.431,1.51,-0.031,14.861,15.599,0.76,0.182,23.07,0.775,0.026,2.506,3.269,1.427,1.271,8.99,-99.0,5459.1,-99.0,0.036,-18.755,2.273,15.469,0.186,0.024,0.028,5543.7,0.03,0.174,0.026,14.39,17.171,1,0.0,0.0,1.9,0,0,0,0.0,ALFALFA,6.11,0.18,12.05,1,11.64,11.36,20022.0,2.1,12.05,0,1.82,1,10022.0,11.14,11.64,0
rf0049,0.012,0.248,0.019,0.008,0.103,0.043,14.472,0.078,14.459,18.314,0.03,0.209,0.056,0.748,0.821,0.106,10.4174,0.056,0.182,14.832,5.19,16.726,15.427,16.41,0.401,1.518,-0.091,14.237,16.246,0.65,0.188,10.54,0.331,0.032,2.429,3.226,1.312,1.159,8.67,-99.0,5459.1,-99.0,0.027,-18.073,2.315,16.111,0.193,0.025,0.028,5374.5,0.026,0.129,0.022,14.578,17.654,1,0.0,0.0,1.23,0,0,0,0.0,ALFALFA,2.98,0.09,12.05,0,0.0,11.36,20022.0,2.1,12.05,0,0.0,1,0.0,0.0,0.0,0
rf0050,0.013,0.494,0.02,0.008,0.316,0.046,11.555,0.084,12.083,17.274,0.033,1.1774,0.023,0.334,0.051,0.115,10.4424,0.061,0.062,12.815,12.97,14.845,13.218,14.305,0.743,1.924,-0.089,12.163,14.023,0.7,0.204,25.73,0.133,0.022,3.091,3.878,1.91,1.661,9.99,-99.0,5555.55,-99.0,0.02,-20.254,2.711,13.817,0.209,0.027,0.053,5555.2,0.024,0.199,0.021,11.649,16.028,1,0.12,1.25,1.27,0,1,1,0.17,ALFALFA,3.46,0.11,12.42,1,12.45,11.5,20023.0,0.8,12.19,1,0.79,1,10021.0,11.62,12.25,1
rf0051,0.012,0.286,0.018,0.007,0.255,0.042,15.7,0.076,-99.0,20.051,0.03,-1.0238,0.077,0.707,0.354,0.104,10.46,0.055,-99.0,15.856,3.84,17.834,17.166,17.475,0.443,1.505,0.113,13.044,17.283,0.66,0.185,8.62,0.863,0.027,2.625,3.399,1.562,1.405,8.35,-99.0,5942.5,-99.0,0.022,-17.225,2.28,17.132,0.189,0.024,0.132,5942.5,0.102,0.257,0.022,16.0,18.964,1,0.04,0.4,0.57,0,1,2,0.08,AO,0.74,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0052,0.011,0.631,0.017,0.007,0.107,0.039,14.505,0.07,14.4,21.441,0.027,0.7191,0.029,0.158,0.204,0.095,10.5157,0.051,0.343,14.84,4.88,17.22,15.617,16.542,0.905,2.098,-0.003,14.469,16.205,0.73,0.17,13.41,0.457,0.029,3.419,4.164,2.225,1.952,9.05,-99.0,5522.16,-99.0,0.021,-17.981,2.843,16.042,0.174,0.022,0.127,5490.2,0.304,0.103,0.024,14.686,18.62,1,0.0,0.0,0.03,1,0,0,0.0,AO,0.29,0.0,0.0,1,12.64,0.0,0.0,0.0,0.0,0,0.0,0,10023.0,12.52,12.64,0
rf0053,0.01,0.351,0.015,0.006,0.259,0.034,14.264,0.063,-99.0,19.449,0.024,-0.0878,0.037,0.494,0.196,0.085,10.5385,0.045,-99.0,15.16,3.69,17.023,15.616,16.633,0.552,1.733,0.079,14.605,16.417,0.79,0.151,8.99,0.252,0.022,2.927,3.785,1.745,1.545,8.71,-99.0,5513.0,-99.0,0.026,-17.893,2.591,16.234,0.155,0.02,0.124,5513.0,0.045,0.107,0.022,14.642,18.194,1,0.0,0.0,0.94,0,0,0,0.0,ALFALFA,2.63,0.09,11.9,0,0.0,11.07,20285.0,3.0,11.9,0,0.0,1,0.0,0.0,0.0,0
rf0054,0.012,0.753,0.018,0.007,0.447,0.042,11.136,0.076,11.14,19.506,0.03,0.9046,0.054,0.337,0.108,0.104,10.5472,0.055,0.021,12.111,5.14,14.632,12.552,13.85,1.105,2.427,-0.057,11.36,13.422,0.91,0.185,28.71,0.116,0.047,3.975,4.898,2.653,2.301,10.49,-99.0,5522.16,-99.0,0.047,-20.719,3.35,13.176,0.19,0.024,0.173,5593.8,0.165,0.07,0.034,11.073,16.269,1,0.0,0.0,0.41,1,0,0,0.0,ALFALFA,3.26,0.0,12.62,1,12.64,12.47,20024.0,0.0,12.59,0,0.0,1,10023.0,12.52,12.64,0
rf0055,0.012,0.634,0.019,0.008,0.122,0.044,10.45,0.079,10.378,17.062,0.031,0.8454,0.021,0.165,0.027,0.107,10.5662,0.057,0.078,11.319,11.41,13.72,11.824,13.039,0.951,2.246,-0.084,10.641,12.658,0.66,0.191,39.29,0.031,0.021,3.642,4.549,2.347,2.031,10.67,-99.0,5522.16,-99.0,0.022,-21.488,3.153,12.444,0.196,0.025,0.051,5482.5,0.02,0.019,0.02,10.593,15.173,1,0.0,0.0,2.39,0,0,0,0.0,ALFALFA,3.01,0.14,12.62,1,12.64,12.47,20024.0,0.0,12.59,0,0.0,1,10023.0,12.52,12.64,0
rf0056,0.011,0.724,0.017,0.007,0.181,0.04,11.955,0.072,12.054,20.402,0.028,1.0772,0.022,0.304,0.069,0.098,10.6295,0.052,0.332,13.084,5.3,15.561,13.635,14.823,1.06,2.364,-0.053,12.329,14.438,0.77,0.174,21.84,0.055,0.021,3.855,4.761,2.551,2.214,9.93,-99.0,5372.3,-99.0,0.021,-19.655,3.27,14.188,0.178,0.023,0.288,5372.3,0.331,0.295,0.021,12.51,16.944,1,0.0,0.0,0.17,1,0,0,0.0,GBT,1.31,0.0,12.62,1,12.64,12.47,20024.0,0.0,12.59,0,0.0,1,10023.0,12.52,12.64,0
rf0057,0.012,0.415,0.019,0.008,0.05,0.045,12.018,0.081,11.879,16.724,0.032,0.8018,0.03,0.066,0.04,0.11,10.9662,0.059,0.068,12.426,15.59,14.628,13.234,14.172,0.629,1.77,-0.134,12.047,13.911,0.43,0.196,34.89,0.197,0.025,2.857,3.627,1.715,1.502,9.91,-99.0,5583.3,-99.0,0.029,-20.396,2.541,13.734,0.202,0.026,0.068,5583.3,0.015,0.178,0.021,12.235,15.734,1,0.0,0.0,4.43,0,0,0,0.0,ALFALFA,3.1,0.12,12.23,1,12.28,11.61,20026.0,1.21,12.18,0,1.17,1,10025.0,11.53,12.24,0
rf0058,0.012,0.41,0.019,0.008,0.341,0.043,14.18,0.078,-99.0,18.776,0.031,1.1086,0.037,0.692,0.441,0.107,11.123,0.057,-99.0,15.726,10.39,16.73,15.696,16.283,0.625,1.783,-0.064,14.457,16.018,0.84,0.19,21.88,0.174,0.026,2.831,3.616,1.674,1.459,9.03,-99.0,5592.0,-99.0,0.04,-18.286,2.567,15.757,0.195,0.025,0.03,5592.0,0.034,0.562,0.021,14.366,17.693,1,0.0,0.0,0.95,0,0,0,0.0,ALFALFA,3.03,0.09,12.33,1,12.35,11.12,20027.0,1.68,12.13,1,1.71,1,10026.0,11.15,12.15,1
rf0059,0.009,0.272,0.014,0.006,0.241,0.032,14.528,0.058,-99.0,18.794,0.023,-0.3623,0.078,0.552,0.349,0.079,11.1621,0.042,-99.0,15.729,9.0,17.084,15.927,16.739,0.432,1.542,-0.061,-99.0,16.564,0.51,0.14,21.95,-99.0,0.029,2.51,3.297,1.4,1.24,8.61,-99.0,5733.2,-99.0,0.021,-17.869,2.33,16.378,0.144,0.018,0.046,5733.2,0.037,0.285,0.022,15.151,17.996,1,0.0,0.0,0.9,0,0,0,0.0,GBT,1.55,0.07,11.17,0,0.0,11.05,20288.0,4.33,11.16,0,0.0,1,0.0,0.0,0.0,1
rf0060,0.011,0.393,0.017,0.007,1.046,0.04,14.036,0.073,13.616,18.323,0.029,-0.7013,0.046,0.646,0.277,0.099,11.6964,0.053,0.165,14.543,9.0,16.489,15.216,16.034,0.619,1.858,0.006,13.673,15.807,0.33,0.177,18.1,0.102,0.021,2.858,3.723,1.62,1.394,8.91,-99.0,4871.4,-99.0,0.021,-18.232,2.722,15.64,0.182,0.023,0.055,4871.4,0.024,0.143,0.021,14.298,17.509,1,0.0,0.0,1.18,0,0,0,0.0,GBT,1.62,0.07,11.69,1,11.7,11.09,20029.0,4.66,11.46,1,4.6,1,10028.0,11.11,11.47,1
rf0061,0.014,0.403,0.021,0.009,0.782,0.049,14.706,0.09,14.375,19.444,0.035,-1.1486,0.086,0.635,0.248,0.122,11.8198,0.065,0.254,15.367,8.57,17.124,16.044,16.622,0.607,1.735,-0.039,-99.0,16.33,0.76,0.217,18.52,-99.0,0.022,2.889,3.663,1.762,1.557,8.89,-99.0,5898.7,-99.0,0.104,-18.072,2.509,16.258,0.223,0.028,0.055,5898.7,0.063,0.479,0.068,14.672,18.291,1,0.0,0.0,0.37,0,0,0,0.0,GBT,0.78,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0062,0.014,0.675,0.021,0.009,-99.0,0.049,-99.0,0.089,10.273,17.686,0.035,1.1159,0.021,-99.0,0.017,0.121,12.3989,0.065,0.059,11.499,33.66,14.404,12.131,13.662,1.061,2.737,-0.144,10.588,13.234,0.15,0.215,72.98,0.091,0.021,4.228,5.333,2.553,2.166,10.37,-99.0,5399.5,-99.0,0.02,-20.839,3.842,12.877,0.221,0.028,0.033,5399.5,0.034,0.072,0.02,-99.0,15.794,1,0.0,0.0,6.54,0,0,0,0.0,AO,1.25,0.09,11.63,1,11.63,11.95,20030.0,5.22,11.37,1,5.08,1,10029.0,11.85,11.37,1
rf0063,0.014,0.585,0.022,0.009,0.027,0.05,11.488,0.092,11.46,17.774,0.036,0.9628,0.022,0.031,0.021,0.124,12.4678,0.066,0.024,12.546,11.15,15.138,13.056,14.491,0.923,2.453,-0.135,11.717,14.131,0.27,0.221,25.75,0.084,0.023,3.741,4.77,2.21,1.872,9.85,-99.0,4748.7,-99.0,0.021,-19.732,3.482,13.824,0.227,0.029,0.032,4748.7,0.053,0.019,0.021,11.867,16.421,1,0.0,0.0,6.26,0,0,0,0.0,ALFALFA,3.19,0.13,11.17,1,11.09,11.6,20031.0,4.9,10.94,1,4.84,1,10030.0,11.51,10.86,1
rf0064,0.023,0.212,0.036,0.015,0.386,0.083,15.994,0.151,-99.0,19.209,0.059,-0.5306,0.136,1.641,0.699,0.205,12.6211,0.11,-99.0,-99.0,5.02,17.626,16.491,17.315,0.343,1.41,0.017,-99.0,17.154,0.9,0.365,11.9,-99.0,0.022,2.296,3.062,1.229,1.098,8.33,-99.0,5818.4,-99.0,0.046,-17.393,2.176,17.012,0.375,0.048,0.036,5818.4,0.064,-99.0,0.029,15.92,18.569,1,0.0,0.0,0.74,0,0,0,0.0,AO,0.52,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0065,0.014,0.4,0.021,0.009,0.179,0.05,13.701,0.09,13.78,18.578,0.035,0.8514,0.023,0.102,0.062,0.122,12.715,0.065,0.301,14.548,13.97,16.383,14.913,15.922,0.611,1.758,-0.053,13.806,15.689,0.16,0.218,29.0,0.411,0.021,2.861,3.648,1.714,1.503,9.05,-99.0,4692.5,-99.0,0.023,-18.275,2.544,15.484,0.224,0.029,0.038,4692.5,0.027,0.225,0.025,14.069,17.462,1,0.0,0.0,1.27,0,0,0,0.0,ALFALFA,2.84,0.1,11.09,1,11.01,11.11,20032.0,5.29,10.88,1,5.23,1,10031.0,11.16,10.81,1
rf0066,0.014,0.308,0.021,0.009,0.206,0.049,14.294,0.09,14.304,18.68,0.035,0.5648,0.025,0.25,0.231,0.122,12.956,0.065,0.397,15.018,6.81,16.639,15.505,16.238,0.474,1.556,0.202,-99.0,16.056,0.36,0.217,20.97,-99.0,0.021,2.604,3.36,1.522,1.356,8.77,-99.0,4735.7,-99.0,0.021,-17.979,2.312,15.907,0.223,0.028,0.029,4735.7,0.027,0.456,0.021,14.645,17.61,1,0.0,0.0,0.29,0,0,0,0.0,AO,0.42,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0067,0.014,0.316,0.022,0.009,1.075,0.052,16.583,0.094,-99.0,19.911,0.037,0.7555,0.52,1.566,-99.0,0.128,13.6663,0.068,-99.0,-99.0,7.93,18.219,-99.0,17.812,0.493,1.611,-0.021,-99.0,17.563,0.55,0.227,20.03,-99.0,0.048,2.556,3.332,1.439,1.262,8.27,-99.0,5686.4,-99.0,0.057,-16.804,2.386,17.493,0.233,0.03,0.099,5686.4,0.121,-99.0,0.031,16.965,18.958,0,0.0,0.0,0.38,0,0,0,0.0,AO,0.4,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0068,0.016,0.259,0.025,0.01,4.798,0.058,15.552,0.105,-99.0,19.761,0.041,0.5884,0.288,2.462,0.445,0.143,13.9374,0.076,-99.0,-99.0,8.43,17.839,17.169,17.493,0.411,1.51,-0.043,-99.0,17.317,0.37,0.254,19.02,-99.0,0.023,2.521,3.313,1.422,1.27,8.27,-99.0,5516.0,-99.0,0.044,-17.066,2.302,16.963,0.261,0.033,0.051,5516.0,0.051,-99.0,0.022,16.406,18.807,1,0.0,0.0,0.55,0,0,0,0.0,GBT,1.34,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0069,0.02,0.276,0.032,0.013,1.032,0.074,16.899,0.134,-99.0,20.761,0.052,-1.0736,0.205,0.81,1.013,0.182,13.9633,0.097,-99.0,-99.0,2.0,19.326,18.317,18.975,0.453,1.634,0.109,-99.0,18.794,0.72,0.324,4.5,-99.0,0.028,2.471,3.312,1.29,1.112,7.55,-99.0,4600.4,-99.0,0.035,-15.211,2.476,18.587,0.332,0.042,0.067,4600.4,0.304,-99.0,0.028,16.624,20.224,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0070,0.02,0.318,0.031,0.013,0.52,0.072,15.398,0.131,-99.0,20.178,0.051,-0.8996,0.061,1.024,0.345,0.178,14.5235,0.095,-99.0,-99.0,2.72,18.132,16.9,17.726,0.502,1.658,0.063,-99.0,17.523,0.93,0.318,6.14,-99.0,0.027,2.703,3.522,1.548,1.364,8.25,-99.0,5279.5,-99.0,0.023,-16.757,2.476,17.36,0.326,0.042,0.053,5279.5,0.049,-99.0,0.021,16.091,19.165,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0071,0.019,0.437,0.03,0.012,0.019,0.069,11.101,0.125,10.945,15.986,0.049,0.5874,0.021,0.035,0.02,0.17,14.7036,0.091,0.085,11.948,10.86,14.01,12.37,13.512,0.679,1.915,-0.134,11.455,13.226,0.95,0.303,23.52,0.344,0.059,2.948,3.804,1.713,1.47,10.19,-99.0,5548.8,-99.0,0.027,-21.075,2.77,13.03,0.311,0.04,0.038,5548.8,0.015,0.09,0.02,11.349,15.118,1,0.1,6.31,6.33,0,1,1,1.13,ALFALFA,2.98,0.1,11.15,1,11.04,11.81,20033.0,3.29,11.05,1,3.15,1,10032.0,11.71,10.92,1
rf0072,0.016,0.142,0.025,0.01,0.361,0.057,14.818,0.103,-99.0,17.904,0.04,1.0057,0.028,0.715,0.476,0.14,14.7314,0.075,-99.0,15.756,8.86,16.444,15.483,16.246,0.231,1.231,0.033,14.441,16.098,0.56,0.25,20.29,0.368,0.021,2.069,2.798,1.069,0.979,8.57,-99.0,5462.25,-99.0,0.023,-18.295,1.96,16.008,0.256,0.033,0.028,5474.3,0.024,0.524,0.024,14.646,17.26,1,0.14,2.09,3.14,0,1,1,0.42,ALFALFA,3.31,0.11,11.11,0,0.0,11.62,20034.0,3.6,10.89,0,0.0,1,0.0,0.0,0.0,1
rf0073,0.016,0.248,0.025,0.01,0.073,0.058,13.751,0.105,13.834,18.17,0.041,1.0012,0.026,0.08,0.106,0.143,14.7672,0.076,0.1,14.664,3.26,16.261,14.973,15.944,0.396,1.509,0.019,14.066,15.784,0.58,0.254,7.84,0.106,0.025,2.514,3.321,1.4,1.252,8.87,-99.0,5462.25,-99.0,0.023,-18.589,2.317,15.638,0.26,0.033,0.038,5450.2,0.034,0.075,0.021,13.996,17.285,1,0.09,2.69,3.14,0,1,1,2.02,ALFALFA,3.31,0.11,11.11,0,0.0,11.62,20034.0,3.6,10.89,0,0.0,1,0.0,0.0,0.0,1
rf0074,0.016,0.281,0.025,0.01,-99.0,0.058,-99.0,0.105,12.233,16.49,0.041,0.9168,0.035,-99.0,0.064,0.142,14.9258,0.076,0.208,12.917,15.56,14.727,13.761,14.365,0.438,1.522,-0.139,12.357,14.162,0.89,0.253,31.84,0.634,0.021,2.491,3.249,1.408,1.25,9.55,-99.0,5398.4,-99.0,0.021,-20.147,2.28,13.997,0.26,0.033,0.044,5398.4,0.016,0.241,0.022,-99.0,15.676,1,0.0,0.0,3.73,0,0,0,0.0,ALFALFA,2.95,0.1,11.11,1,11.06,11.62,20034.0,3.6,10.89,1,3.25,1,10033.0,11.36,10.86,1
rf0075,0.018,0.378,0.029,0.012,0.248,0.067,13.523,0.121,-99.0,18.216,0.047,-0.7313,0.033,1.09,0.208,0.165,15.2091,0.088,-99.0,14.403,12.2,16.202,15.158,15.752,0.582,1.721,-0.106,-99.0,15.532,0.85,0.294,25.92,-99.0,0.024,2.751,3.529,1.611,1.408,9.25,-99.0,5591.2,-99.0,0.021,-18.848,2.499,15.203,0.302,0.038,0.052,5591.2,0.023,0.248,0.023,14.273,17.067,1,0.0,0.0,1.29,0,0,0,0.0,GBT,1.1,0.05,11.56,1,14.03,11.21,20035.0,1.47,11.54,1,1.42,1,10034.0,11.24,14.03,1
rf0076,0.018,0.381,0.028,0.011,0.661,0.065,15.555,0.118,-99.0,20.037,0.046,0.5122,0.046,0.666,0.228,0.16,15.504,0.086,-99.0,15.409,3.56,18.005,16.608,17.543,0.592,1.778,0.084,-99.0,17.316,0.45,0.285,8.82,-99.0,0.022,2.833,3.657,1.647,1.436,8.49,-99.0,5611.2,-99.0,0.023,-17.062,2.601,17.144,0.293,0.037,0.06,5611.2,0.082,0.488,0.023,15.561,19.073,1,0.0,0.0,0.18,0,0,0,0.0,AO,0.38,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0077,0.02,0.292,0.031,0.013,-99.0,0.071,14.675,0.129,14.188,18.371,0.051,-0.7494,0.039,0.275,-99.0,0.176,15.6768,0.094,0.143,15.038,5.27,16.623,-99.0,16.245,0.451,1.524,0.002,14.78,16.029,0.86,0.313,10.94,0.507,0.029,2.476,3.214,1.403,1.244,8.89,-99.0,5644.7,-99.0,0.025,-18.382,2.263,15.916,0.321,0.041,0.031,5644.7,0.026,0.164,0.021,-99.0,17.582,1,0.0,0.0,0.33,0,0,0,0.0,GBT,0.63,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0078,0.023,0.693,0.035,0.014,0.146,0.081,-99.0,0.148,13.558,21.685,0.058,-0.3197,0.023,-99.0,0.09,0.201,15.7246,0.107,0.452,14.78,2.11,17.067,15.021,16.339,1.014,2.283,-0.037,13.927,15.98,0.9,0.358,7.07,0.065,0.022,3.724,4.574,2.455,2.134,9.39,-99.0,5573.3,-99.0,0.022,-18.274,3.133,15.695,0.368,0.047,0.148,5573.3,0.234,0.272,0.022,13.966,18.64,1,0.0,0.0,0.06,1,0,0,0.0,GBT,0.59,0.0,11.54,1,11.58,11.08,20036.0,1.16,11.54,0,1.11,1,10035.0,11.29,11.58,0
rf0079,0.02,0.373,0.032,0.013,-99.0,0.074,17.068,0.134,-99.0,19.64,0.052,-0.6782,0.034,2.378,0.653,0.183,15.7479,0.098,-99.0,-99.0,4.46,17.392,15.943,16.938,0.559,1.636,0.003,14.412,16.66,0.92,0.325,9.97,0.12,0.062,2.738,3.465,1.661,1.475,8.57,-99.0,5320.23,-99.0,0.022,-17.397,2.363,16.479,0.334,0.043,0.08,4925.8,0.047,-99.0,0.022,-99.0,18.526,1,0.0,0.0,0.24,0,0,0,0.0,GBT,0.64,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rf0080,0.024,0.747,0.038,0.015,-99.0,0.087,-99.0,0.158,11.321,19.67,0.062,-1.1108,0.03,-99.0,0.284,0.215,15.7573,0.115,0.071,12.414,7.65,14.992,12.916,14.2,1.099,2.419,-0.014,11.831,13.768,0.86,0.383,28.93,0.038,0.021,3.963,4.888,2.643,2.291,10.35,-99.0,5363.1,-99.0,0.02,-20.336,3.343,13.487,0.393,0.05,0.058,5363.1,0.203,0.043,0.02,-99.0,16.668,1,0.0,0.0,0.38,1,0,0,0.0,GBT,2.88,0.0,13.2,1,13.14,11.72,20037.0,0.6,13.01,1,0.59,1,10036.0,11.83,12.94,1
rf0081,0.021,0.668,0.032,0.013,-99.0,0.074,13.489,0.135,13.758,20.706,0.053,-0.7123,0.041,0.44,0.098,0.184,15.808,0.098,0.199,14.051,8.15,16.567,14.926,15.826,0.97,2.178,0.003,14.145,15.177,0.83,0.327,23.69,0.239,0.045,3.546,4.312,2.339,2.036,9.45,-99.0,5320.23,-99.0,0.041,-18.604,2.943,15.123,0.335,0.043,0.057,5146.5,0.427,0.668,0.037,-99.0,17.922,1,0.0,0.0,0.07,1,0,0,0.0,GBT,0.64,0.02,13.36,1,13.42,11.12,20038.0,0.55,13.36,0,0.54,1,10037.0,11.33,13.42,0
